#         t          x          y          z         vx         vy         vz
      9.116     19.542     54.415     45.265    129.224    131.047    124.976
      9.117     19.671     54.546     45.389    129.043    130.592    124.588
      9.118     19.800     54.677     45.514    128.862    130.139    124.201
      9.119     19.929     54.807     45.638    128.681    129.687    123.816
      9.120     20.057     54.936     45.761    128.500    129.237    123.433
      9.121     20.186     55.065     45.885    128.319    128.789    123.050
      9.122     20.314     55.194     46.007    128.138    128.343    122.669
      9.123     20.442     55.322     46.130    127.956    127.899    122.289
      9.124     20.570     55.449     46.252    127.775    127.456    121.911
      9.125     20.698     55.577     46.374    127.594    127.014    121.534
      9.126     20.825     55.703     46.495    127.413    126.575    121.158
      9.127     20.952     55.830     46.616    127.233    126.137    120.784
      9.128     21.080     55.956     46.737    127.052    125.701    120.411
      9.129     21.207     56.081     46.857    126.871    125.266    120.039
      9.130     21.333     56.206     46.977    126.690    124.833    119.669
      9.131     21.460     56.331     47.096    126.509    124.401    119.299
      9.132     21.586     56.455     47.215    126.328    123.972    118.931
      9.133     21.713     56.579     47.334    126.148    123.543    118.565
      9.134     21.839     56.702     47.452    125.967    123.116    118.199
      9.135     21.965     56.825     47.571    125.786    122.691    117.835
      9.136     22.090     56.947     47.688    125.606    122.267    117.472
      9.137     22.216     57.070     47.805    125.425    121.845    117.110
      9.138     22.341     57.191     47.922    125.245    121.425    116.749
      9.139     22.466     57.312     48.039    125.064    121.006    116.390
      9.140     22.591     57.433     48.155    124.884    120.588    116.031
      9.141     22.716     57.554     48.271    124.704    120.172    115.674
      9.142     22.841     57.674     48.387    124.523    119.757    115.318
      9.143     22.965     57.793     48.502    124.343    119.344    114.963
      9.144     23.089     57.912     48.616    124.163    118.932    114.610
      9.145     23.213     58.031     48.731    123.983    118.521    114.257
      9.146     23.337     58.149     48.845    123.803    118.112    113.906
      9.147     23.461     58.267     48.959    123.623    117.705    113.555
      9.148     23.585     58.385     49.072    123.443    117.299    113.206
      9.149     23.708     58.502     49.185    123.263    116.894    112.858
      9.150     23.831     58.618     49.298    123.084    116.490    112.511
      9.151     23.954     58.735     49.410    122.904    116.088    112.165
      9.152     24.077     58.851     49.522    122.724    115.688    111.821
      9.153     24.199     58.966     49.634    122.545    115.288    111.477
      9.154     24.322     59.081     49.745    122.366    114.890    111.134
      9.155     24.444     59.196     49.856    122.186    114.494    110.793
      9.156     24.566     59.310     49.967    122.007    114.098    110.452
      9.157     24.688     59.424     50.077    121.828    113.704    110.113
      9.158     24.810     59.538     50.187    121.649    113.312    109.774
      9.159     24.932     59.651     50.296    121.470    112.920    109.437
      9.160     25.053     59.763     50.406    121.291    112.530    109.100
      9.161     25.174     59.876     50.515    121.112    112.141    108.765
      9.162     25.295     59.988     50.623    120.933    111.753    108.431
      9.163     25.416     60.099     50.732    120.754    111.367    108.097
      9.164     25.537     60.210     50.839    120.576    110.982    107.765
      9.165     25.657     60.321     50.947    120.397    110.598    107.433
      9.166     25.777     60.432     51.054    120.219    110.215    107.103
      9.167     25.898     60.542     51.161    120.040    109.834    106.774
      9.168     26.018     60.651     51.268    119.862    109.453    106.445
      9.169     26.137     60.761     51.374    119.684    109.074    106.118
      9.170     26.257     60.869     51.480    119.506    108.697    105.791
      9.171     26.376     60.978     51.586    119.328    108.320    105.465
      9.172     26.496     61.086     51.691    119.150    107.944    105.141
      9.173     26.615     61.194     51.796    118.972    107.570    104.817
      9.174     26.733     61.301     51.901    118.794    107.197    104.494
      9.175     26.852     61.408     52.005    118.617    106.825    104.172
      9.176     26.971     61.515     52.109    118.439    106.454    103.851
      9.177     27.089     61.621     52.213    118.262    106.084    103.531
      9.178     27.207     61.727     52.316    118.084    105.716    103.212
      9.179     27.325     61.833     52.419    117.907    105.348    102.894
      9.180     27.443     61.938     52.522    117.730    104.982    102.577
      9.181     27.561     62.043     52.624    117.553    104.616    102.260
      9.182     27.678     62.147     52.726    117.376    104.252    101.944
      9.183     27.795     62.251     52.828    117.199    103.889    101.630
      9.184     27.913     62.355     52.930    117.022    103.527    101.316
      9.185     28.029     62.458     53.031    116.845    103.166    101.003
      9.186     28.146     62.561     53.132    116.669    102.806    100.691
      9.187     28.263     62.664     53.232    116.492    102.448    100.379
      9.188     28.379     62.766     53.332    116.316    102.090    100.069
      9.189     28.495     62.868     53.432    116.139    101.733     99.759
      9.190     28.611     62.969     53.532    115.963    101.377     99.451
      9.191     28.727     63.071     53.631    115.787    101.023     99.143
      9.192     28.843     63.172     53.730    115.611    100.669     98.836
      9.193     28.959     63.272     53.829    115.435    100.317     98.529
      9.194     29.074     63.372     53.927    115.259     99.965     98.224
      9.195     29.189     63.472     54.025    115.084     99.614     97.919
      9.196     29.304     63.571     54.123    114.908     99.265     97.615
      9.197     29.419     63.670     54.221    114.732     98.916     97.312
      9.198     29.534     63.769     54.318    114.557     98.569     97.010
      9.199     29.648     63.868     54.415    114.382     98.222     96.708
      9.200     29.762     63.966     54.511    114.206     97.877     96.408
      9.201     29.876     64.063     54.607    114.031     97.532     96.108
      9.202     29.990     64.161     54.703    113.856     97.188     95.809
      9.203     30.104     64.258     54.799    113.681     96.845     95.510
      9.204     30.218     64.354     54.894    113.506     96.504     95.213
      9.205     30.331     64.451     54.989    113.332     96.163     94.916
      9.206     30.444     64.547     55.084    113.157     95.823     94.620
      9.207     30.557     64.642     55.179    112.983     95.484     94.324
      9.208     30.670     64.738     55.273    112.808     95.146     94.030
      9.209     30.783     64.833     55.367    112.634     94.809     93.736
      9.210     30.896     64.927     55.460    112.460     94.472     93.442
      9.211     31.008     65.022     55.554    112.285     94.137     93.150
      9.212     31.120     65.116     55.647    112.111     93.803     92.858
      9.213     31.232     65.209     55.739    111.938     93.469     92.567
      9.214     31.344     65.303     55.832    111.764     93.137     92.277
      9.215     31.456     65.396     55.924    111.590     92.805     91.988
      9.216     31.567     65.488     56.016    111.416     92.474     91.699
      9.217     31.679     65.580     56.107    111.243     92.144     91.411
      9.218     31.790     65.672     56.199    111.069     91.815     91.123
      9.219     31.901     65.764     56.290    110.896     91.487     90.836
      9.220     32.012     65.855     56.380    110.723     91.159     90.550
      9.221     32.122     65.946     56.471    110.550     90.833     90.265
      9.222     32.233     66.037     56.561    110.377     90.507     89.980
      9.223     32.343     66.127     56.651    110.204     90.182     89.696
      9.224     32.453     66.217     56.740    110.031     89.858     89.413
      9.225     32.563     66.307     56.829    109.858     89.535     89.130
      9.226     32.673     66.397     56.918    109.686     89.212     88.848
      9.227     32.782     66.486     57.007    109.513     88.891     88.567
      9.228     32.892     66.574     57.096    109.341     88.570     88.286
      9.229     33.001     66.663     57.184    109.168     88.250     88.006
      9.230     33.110     66.751     57.272    108.996     87.931     87.727
      9.231     33.219     66.839     57.359    108.824     87.613     87.448
      9.232     33.328     66.926     57.446    108.652     87.295     87.170
      9.233     33.436     67.013     57.534    108.480     86.979     86.893
      9.234     33.545     67.100     57.620    108.308     86.663     86.616
      9.235     33.653     67.187     57.707    108.136     86.348     86.340
      9.236     33.761     67.273     57.793    107.965     86.033     86.064
      9.237     33.869     67.359     57.879    107.793     85.720     85.789
      9.238     33.977     67.444     57.965    107.622     85.407     85.515
      9.239     34.084     67.529     58.050    107.450     85.095     85.241
      9.240     34.192     67.614     58.135    107.279     84.783     84.968
